         7361825 function calls (6445562 primitive calls) in 2.191 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 pathlib.py:1(<module>)
      201    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1740(_parse_hextet)
       10    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
        3    0.000    0.000    0.001    0.000 enum.py:483(_create_)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1616(_make_netmask)
       29    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
       56    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       22    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
        1    0.000    0.000    0.036    0.036 witness_set_properties_operation.py:1(<module>)
        1    0.000    0.000    0.005    0.005 platform.py:1(<module>)
        1    0.000    0.000    0.002    0.002 subprocess.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:626(_find_new_)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1272(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       77    0.000    0.000    0.000    0.000 typing.py:1234(<genexpr>)
       92    0.000    0.000    0.000    0.000 typing.py:1644(__eq__)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:658(__init_subclass__)
        7    0.000    0.000    0.000    0.000 typing.py:1088(__repr__)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       55    0.000    0.000    0.000    0.000 typing_extensions.py:1989(_is_unpack)
        1    0.000    0.000    0.041    0.041 account_create_operation.py:1(<module>)
        1    0.000    0.000    0.010    0.010 fill_transfer_from_savings_operation.py:1(<module>)
       52    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        1    0.000    0.000    0.010    0.010 effective_comment_vote_operation.py:1(<module>)
       10    0.000    0.000    0.000    0.000 sre_compile.py:435(_mk_bitmap)
       29    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
        1    0.000    0.000    0.010    0.010 pow2_operation.py:1(<module>)
        1    0.000    0.000    0.006    0.006 uuid.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _base.py:1(<module>)
       58    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
        1    0.000    0.000    0.013    0.013 failed_recurrent_transfer_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.010    0.010 fill_collateralized_convert_request_operation.py:1(<module>)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:532(__new__)
        1    0.000    0.000    0.011    0.011 escrow_approved_operation.py:1(<module>)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        2    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
       17    0.000    0.000    0.000    0.000 enum.py:579(_get_mixins_)
        1    0.000    0.000    0.015    0.015 escrow_rejected_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:22(Account)
       14    0.000    0.000    0.000    0.000 typing.py:1653(__getattr__)
        1    0.000    0.000    0.017    0.017 escrow_transfer_operation.py:1(<module>)
        1    0.000    0.000    0.013    0.013 account_create_with_delegation_operation.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
       11    0.000    0.000    0.000    0.000 typing.py:206(_collect_type_vars)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.008    0.008 pow_operation.py:1(<module>)
       29    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.012    0.012 author_reward_operation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
        1    0.000    0.000    0.009    0.009 consolidate_treasury_balance_operation.py:1(<module>)
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.013    0.013 recurrent_transfer_operation.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:548(__init__)
        1    0.000    0.000    0.013    0.013 escrow_release_operation.py:1(<module>)
        1    0.000    0.000    0.011    0.011 fill_recurrent_transfer_operation.py:1(<module>)
        1    0.000    0.000    0.014    0.014 limit_order_create2_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response_schemas.py:415(GetDynamicGlobalPropertiesOrig)
       44    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
        1    0.000    0.000    0.009    0.009 witness_update_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response_schemas.py:147(GetConfigOrig)
        1    0.000    0.000    0.011    0.011 transfer_from_savings_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:106(FindRecurrentTransfersFundament)
        1    0.000    0.000    0.014    0.014 limit_order_create_operation.py:1(<module>)
        1    0.000    0.000    0.011    0.011 comment_benefactor_reward_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hive_list.py:1(<module>)
        1    0.000    0.000    0.014    0.014 hardfork_hive_operation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        1    0.000    0.000    0.008    0.008 claim_account_operation.py:1(<module>)
        1    0.000    0.000    0.015    0.015 fill_order_operation.py:1(<module>)
        9    0.000    0.000    0.000    0.000 dataclasses.py:663(_is_type)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        1    0.000    0.000    0.009    0.009 update_proposal_operation.py:1(<module>)
        1    0.000    0.000    0.038    0.038 _preconfigured_base_model.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1873(_split_scope_id)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.008    0.008 account_created_operation.py:1(<module>)
        1    0.000    0.000    0.010    0.010 create_proposal_operation.py:1(<module>)
        1    0.000    0.000    0.007    0.007 dhf_conversion_operation.py:1(<module>)
        1    0.000    0.000    0.009    0.009 limit_order_cancelled_operation.py:1(<module>)
        1    0.000    0.000    0.011    0.011 fill_vesting_withdraw_operation.py:1(<module>)
        1    0.000    0.000    0.009    0.009 claim_reward_balance_operation.py:1(<module>)
        1    0.000    0.000    0.008    0.008 fill_convert_request_operation.py:1(<module>)
        1    0.000    0.000    0.009    0.009 transfer_to_savings_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:43(AccountItemFundament)
        3    0.000    0.000    0.000    0.000 dataclasses.py:722(_get_field)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2299(_IPv6Constants)
        1    0.000    0.000    0.011    0.011 transaction.py:1(<module>)
        1    0.000    0.000    0.010    0.010 transfer_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 json_string.py:1(<module>)
        9    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        3    0.000    0.000    0.001    0.000 enum.py:536(_convert_)
        1    0.000    0.000    0.009    0.009 clear_null_account_balance_operation.py:1(<module>)
       80    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.007    0.007 proposal_pay_operation.py:1(<module>)
        1    0.000    0.000    0.006    0.006 collateralized_convert_operation.py:1(<module>)
       46    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.007    0.007 producer_reward_operation.py:1(<module>)
        1    0.000    0.000    0.006    0.006 collateralized_convert_immediate_conversion_operation.py:1(<module>)
        1    0.000    0.000    0.007    0.007 proposal_fee_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.008    0.008 transfer_to_vesting_operation.py:1(<module>)
        1    0.000    0.000    0.007    0.007 pow_reward_operation.py:1(<module>)
        1    0.000    0.000    0.006    0.006 convert_operation.py:1(<module>)
       28    0.000    0.000    0.006    0.000 re.py:249(compile)
        1    0.000    0.000    0.008    0.008 curation_reward_operation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 basic.py:1(<module>)
        1    0.000    0.000    0.013    0.013 comment_reward_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:69(new_class)
       61    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:402(ListCommentsFundament)
        1    0.000    0.000    0.008    0.008 transfer_to_vesting_completed_operation.py:1(<module>)
        1    0.000    0.000    0.005    0.005 dhf_funding_operation.py:1(<module>)
        1    0.000    0.000    0.008    0.008 hardfork_hive_restore_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:98(GetConversionRequestsFundament)
       66    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
        1    0.000    0.000    0.000    0.000 jsonrpc_constants.py:25(JSONRPCBase)
       31    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
        8    0.000    0.000    0.025    0.003 generics.py:210(build_base_model)
        1    0.000    0.000    0.006    0.006 custom_json_operation.py:1(<module>)
        1    0.000    0.000    0.006    0.006 interest_operation.py:1(<module>)
        1    0.000    0.000    0.007    0.007 vesting_shares_split_operation.py:1(<module>)
       10    0.000    0.000    0.000    0.000 typing.py:1639(__reduce__)
       34    0.000    0.000    0.000    0.000 basic.py:48(__get_validators__)
        7    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:188(LookupAccountNamesFundament)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:221(FindRecurrentTransfersFundament)
        1    0.000    0.000    0.005    0.005 liquidity_reward_operation.py:1(<module>)
        1    0.000    0.000    0.005    0.005 withdraw_vesting_operation.py:1(<module>)
        1    0.000    0.000    0.006    0.006 hbd.py:1(<module>)
        1    0.000    0.000    0.005    0.005 return_vesting_delegation_operation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 custom_binary_operation.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1633(__repr__)
        1    0.000    0.000    0.000    0.000 recurrent_transfer_operation.py:20(_RecurrentTransferOperation)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:47(GetAccountsFundament)
        1    0.000    0.000    0.006    0.006 delegate_vesting_shares_operation.py:1(<module>)
      110    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        1    0.000    0.000    0.002    0.002 jsonrpc_constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response_schemas.py:471(GetFeedHistoryOrig)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 custom_json_operation.py:13(CustomJsonOperationGeneric)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:172(EscrowsFundament)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:119(ListRcDirectDelegationsFundament)
        1    0.000    0.000    0.004    0.004 _symbol.py:1(<module>)
       24    0.000    0.000    0.000    0.000 abc.py:110(register)
        3    0.000    0.000    0.000    0.000 dataclasses.py:412(_create_fn)
        1    0.000    0.000    0.000    0.000 escrow_release_operation.py:19(_EscrowReleaseOperation)
       35    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
       27    0.000    0.000    0.000    0.000 types.py:176(__get__)
        1    0.000    0.000    0.000    0.000 subprocess.py:702(Popen)
       42    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
        1    0.000    0.000    0.002    0.002 account_update2_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:27(GetMarketHistoryFundament)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:234(SavingsWithdrawalsFundament)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pow2_operation.py:28(Pow2)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        1    0.000    0.000    0.001    0.001 change_recovery_account_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 change_recovery_account_operation.py:10(ChangeRecoveryAccountOperation)
        1    0.000    0.000    0.002    0.002 hive.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:246(VestingDelegationExpirationsFundament)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:451(ListWitnessVotesFundament)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:128(FindCommentsFundament)
       33    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 witness_set_properties_operation.py:15(WitnessSetPropertiesCommon)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2132(IPv6Interface)
        5    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 response_schemas.py:531(GetWitnessScheduleOrig)
        4    0.000    0.000    0.000    0.000 typing.py:1250(__repr__)
        1    0.000    0.000    0.001    0.001 cancel_transfer_from_savings_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 account_update2_operation.py:11(AccountUpdate2Operation)
        1    0.000    0.000    0.001    0.001 hf26_representation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        2    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:613(__eq__)
        1    0.000    0.000    0.000    0.000 application_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 escrow_approved_operation.py:19(_EscrowApprovedOperation)
        1    0.000    0.000    0.000    0.000 comment_options_operation.py:19(_CommentOptionsOperation)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:36(FindAccountRecoveryRequestsFundament)
       18    0.000    0.000    0.000    0.000 typing.py:1650(__hash__)
        1    0.000    0.000    0.000    0.000 compound.py:94(Proposal)
        7    0.000    0.000    0.000    0.000 enum.py:82(__init__)
        1    0.000    0.000    0.000    0.000 failed_recurrent_transfer_operation.py:21(_FailedRecurrentTransferOperation)
        1    0.000    0.000    0.002    0.002 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:17(GetMarketHistoryField)
        1    0.000    0.000    0.000    0.000 response_schemas.py:223(GetDynamicGlobalProperties)
        1    0.000    0.000    0.000    0.000 escrow_rejected_operation.py:19(_EscrowRejectedOperation)
        1    0.000    0.000    0.000    0.000 _base.py:73(pretty_amount)
        1    0.000    0.000    0.000    0.000 escrow_transfer_operation.py:20(_EscrowTransferOperation)
        1    0.000    0.000    0.000    0.000 _base.py:157(AssetLegacy)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        1    0.000    0.000    0.000    0.000 response_schemas.py:523(GetTransactionHex)
        1    0.000    0.000    0.000    0.000 update_proposal_operation.py:16(_UpdateProposalOperation)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1555(_IPv4Constants)
      113    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:168(RcDirectDelegations)
        1    0.000    0.000    0.000    0.000 custom_operation.py:11(CustomOperation)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 transfer_to_vesting_operation.py:16(_TransferToVestingOperation)
        1    0.000    0.000    0.000    0.000 custom_binary_operation.py:10(CustomBinaryOperation)
        1    0.000    0.000    0.000    0.000 fill_transfer_from_savings_operation.py:19(_FillTransferFromSavingsOperation)
       17    0.000    0.000    0.000    0.000 typing.py:1040(__or__)
        1    0.000    0.000    0.000    0.000 response_schemas.py:487(GetHardforkProperties)
        1    0.000    0.000    0.000    0.000 escrow_approve_operation.py:15(EscrowApproveOperation)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
        1    0.000    0.000    0.001    0.001 vests.py:1(<module>)
        1    0.000    0.000    0.000    0.000 representation_value_typevar.py:1(<module>)
        1    0.000    0.000    0.001    0.001 delayed_voting_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:275(WitnessesFundament)
        1    0.000    0.000    0.000    0.000 remove_proposal_operation.py:11(RemoveProposalOperation)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 create_claimed_account_operation.py:11(CreateClaimedAccountOperation)
        1    0.000    0.000    0.000    0.000 fill_recurrent_transfer_operation.py:19(_FillRecurrentTransferOperation)
        1    0.000    0.000    0.000    0.000 escrow_dispute_operation.py:14(EscrowDisputeOperation)
        1    0.000    0.000    0.000    0.000 cancel_transfer_from_savings_operation.py:14(CancelTransferFromSavingsOperation)
        1    0.000    0.000    0.000    0.000 claim_account_operation.py:18(_ClaimAccountOperation)
        1    0.000    0.000    0.000    0.000 create_proposal_operation.py:17(_CreateProposalOperation)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.001    0.001 update_proposal_votes_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:176(ListProposalsFundament)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:197(GetExpiringVestingDelegationsFundament)
        1    0.000    0.000    0.000    0.000 transfer_from_savings_operation.py:19(_TransferFromSavingsOperation)
        1    0.000    0.000    0.000    0.000 hex.py:1(<module>)
        7    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:345(GetRewardFundsFundament)
        1    0.000    0.000    0.000    0.000 transfer_to_savings_operation.py:16(_TransferToSavingsOperation)
        1    0.000    0.000    0.000    0.000 request_account_recovery_operation.py:11(RequestAccountRecoveryOperation)
        1    0.000    0.000    0.000    0.000 transfer_operation.py:16(_TransferOperation)
        1    0.000    0.000    0.001    0.001 set_reset_account_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:117(FindCollateralizedConversionRequestsFundament)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 update_proposal_votes_operation.py:15(UpdateProposalVotesOperation)
        1    0.000    0.000    0.000    0.000 _base.py:24(AssetBase)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:144(GetExpiringVestingDelegationFundament)
        1    0.000    0.000    0.000    0.000 pow_operation.py:22(Work)
        1    0.000    0.000    0.001    0.001 escrow_approve_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:182(ListRcDirectDelegationsFundament)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:200(LimitOrdersFundament)
        1    0.000    0.000    0.000    0.000 response_schemas.py:24(DebugGetHardforkPropertyObject)
        7    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        1    0.000    0.000    0.000    0.000 response_schemas.py:41(DebugGetWitnessSchedule)
        1    0.000    0.000    0.000    0.000 pow2_operation.py:22(Pow2Input)
        1    0.000    0.000    0.000    0.000 recover_account_operation.py:11(RecoverAccountOperation)
       40    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
       56    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:190(HbdConversionRequestsFundament)
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:110(FindChangeRecoveryAccountRequestsFundament)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:36(FindProposalsFundament)
        7    0.000    0.000    0.000    0.000 _symbol.py:66(get_asset_information)
       10    0.000    0.000    0.000    0.000 dataclasses.py:424(<genexpr>)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:213(GetVestingDelegationsFundament)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:212(OwnerHistoriesFundament)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:265(WithdrawVestingRoutesFundament)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:161(GetOpsInBlockFundament)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:87(GetCollateralizedConversionRequestsFundament)
      113    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:166(FindDeclineVotingRightsRequestsFundament)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:391(ListCollateralizedConversionRequestsFundament)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:377(ListAccountRecoveryRequestsFundament)
        1    0.000    0.000    0.000    0.000 response_schemas.py:43(BroadcastTransactionSynchronous)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:255(VestingDelegationsFundament)
        1    0.000    0.000    0.001    0.001 escrow_dispute_operation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 remove_proposal_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:384(ListChangeRecoveryAccountRequestsFundament)
        1    0.000    0.000    0.000    0.000 jsonrpc_constants.py:30(JSONRPCRequest)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:445(ListProposalVotesFundament)
        1    0.000    0.000    0.001    0.001 custom_operation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 create_claimed_account_operation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 vote_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 generics.py:64(GenericModel)
        1    0.000    0.000    0.000    0.000 fundaments_of_responses.py:68(GetAccountHistoryFundament)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:587(_repr_fn)
        1    0.000    0.000    0.001    0.001 recover_account_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fundaments_of_reponses.py:439(ListDeclineVotingRightsRequestsFundament)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:2230(decorator)
       30    0.000    0.000    0.000    0.000 typing_extensions.py:624(__hash__)
        1    0.000    0.000    0.000    0.000 response_schemas.py:37(DebugGetJsonSchema)
        1    0.000    0.000    0.000    0.000 legacy_representation.py:1(<module>)
       15    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pow2_operation.py:33(EquihashPow)
        1    0.000    0.000    0.000    0.000 dataclasses.py:527(_init_fn)
        1    0.000    0.000    0.000    0.000 asset_info.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _symbol.py:75(get_asset_information)
        1    0.000    0.000    0.001    0.001 request_account_recovery_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 application_operation.py:16(ApplicationOperation)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.003    0.003 feed_publish_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pow2_operation.py:40(Pow2Work)
        1    0.000    0.000    0.000    0.000 hive.py:22(AssetHiveHF26)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        4    0.000    0.000    0.000    0.000 enum.py:980(__or__)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:254(_requires_builtin_wrapper)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        9    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.001    0.001 limit_order_cancel_operation.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 hive_datetime.py:1(<module>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:770(create_module)
        1    0.000    0.000    0.001    0.001 set_withdraw_vesting_route_operation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:3206(__str__)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
       10    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 _validators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 integers.py:1(<module>)
       15    0.000    0.000    0.000    0.000 typing_extensions.py:554(<genexpr>)
        1    0.000    0.000    0.000    0.000 platform.py:814(uname)
       76    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 hardfork_operation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:302(decorator)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 account_update_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
       20    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1902(IPv6Address)
        1    0.000    0.000    0.001    0.001 reset_account_operation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 decline_voting_rights_operation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1183(IsoCalendarDate)
        1    0.000    0.000    0.001    0.001 account_witness_vote_operation.py:1(<module>)
        5    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        1    0.000    0.000    0.001    0.001 witness_block_approve_operation.py:1(<module>)
       31    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 json_string.py:23(JsonString)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        1    0.000    0.000    0.000    0.000 _preconfigured_base_model.py:26(PreconfiguredBaseModel)
        1    0.000    0.000    0.000    0.000 _preconfigured_base_model.py:27(Config)
       18    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 subprocess.py:648(_use_posix_spawn)
        4    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        1    0.000    0.000    0.000    0.000 hive_constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.001    0.001 comment_operation.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _symbol.py:57(get_asset_information)
